cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,evprob_inc,evprob_chal,evprob_3rd,total_ev,timestamp,simulations
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0004,0,,36,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0002,.01405,,359,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0006,.00545,,358,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00125,.004525,,357,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.000325,.004025,,356,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00185,.001725,,355,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00025,.002825,,354,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00095,.013825,,353,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00045,.00765,,352,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00055,.003975,,351,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00265,.0074,,350,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00035,0,,35,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0021,.002925,,349,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.001475,.003625,,348,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.000675,.00365,,347,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.000525,.0027,,346,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.000975,.001925,,345,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.002175,.00655,,344,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0005,.0036,,343,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.002375,.005075,,342,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.001125,.0049,,341,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.001075,.003075,,340,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.000325,0,,34,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0013,.003125,,339,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00175,.008575,,338,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0041,.006875,,337,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0007,.00345,,336,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.004325,.007375,,335,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0009,.00715,,334,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.001,.004,,333,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.000975,.002125,,332,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0022,.002475,,331,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0008,.0032,,330,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.000275,0,,33,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00155,.0032,,329,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0037,.00255,,328,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00155,.004075,,327,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00405,.003825,,326,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0025,.00355,,325,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0009,.00505,,324,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.001,.005075,,323,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00315,.003975,,322,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00185,.00225,,321,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.001875,.0059,,320,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00035,.000025,,32,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.001625,.016325,,319,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00185,.00665,,318,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0012,.0021,,317,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00345,.002825,,316,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.001525,.0043,,315,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0009,.0039,,314,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00125,.00625,,313,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00475,.003725,,312,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00265,.00195,,311,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.003675,.00235,,310,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0003,0,,31,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.002225,.006,,309,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.001475,.0088,,308,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0009,.004425,,307,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00325,.003725,,306,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00205,.0029,,305,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0018,.003025,,304,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0013,.00325,,303,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0025,.002625,,302,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.001875,.00275,,301,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0041,.0018,,300,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00025,0,,30,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.000075,0,,3,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.002175,.001875,,299,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0009,.0065,,298,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00085,.005425,,297,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.005,.001875,,296,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.003475,.004175,,295,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.003475,.0057,,294,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.002125,.0034,,293,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.002075,.0031,,292,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00185,.00505,,291,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00475,.01165,,290,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.000375,0,,29,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.003175,.0064,,289,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00135,.002975,,288,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00075,.001775,,287,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00415,.002125,,286,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0044,.003475,,285,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0034,.00285,,284,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.002925,.002575,,283,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00165,.003,,282,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00175,.00145,,281,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.004875,.007675,,280,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.000175,0,,28,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00485,.01845,,279,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.002275,.010575,,278,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00095,.0017,,277,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.003175,.00165,,276,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.003625,.002775,,275,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0027,.0049,,274,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0029,.007475,,273,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0019,.004075,,272,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0012,.00145,,271,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00495,.002525,,270,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0001,0,,27,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.005375,.005375,,269,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.002525,.00495,,268,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00145,.0012,,267,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.004075,.0019,,266,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.007475,.0029,,265,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0049,.0027,,264,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.002775,.003625,,263,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00165,.003175,,262,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0017,.00095,,261,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.010575,.002275,,260,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00035,0,,26,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.01845,.00485,,259,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.007675,.004875,,258,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00145,.00175,,257,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.003,.00165,,256,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.002575,.002925,,255,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00285,.0034,,254,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.003475,.0044,,253,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.002125,.00415,,252,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.001775,.00075,,251,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.002975,.00135,,250,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00015,0,,25,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0064,.003175,,249,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.01165,.00475,,248,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00505,.00185,,247,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0031,.002075,,246,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0034,.002125,,245,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0057,.003475,,244,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.004175,.003475,,243,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.001875,.005,,242,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.005425,.00085,,241,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0065,.0009,,240,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0001,0,,24,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.001875,.002175,,239,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0018,.0041,,238,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00275,.001875,,237,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.002625,.0025,,236,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00325,.0013,,235,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.003025,.0018,,234,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0029,.00205,,233,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.003725,.00325,,232,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.004425,.0009,,231,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0088,.001475,,230,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.000125,0,,23,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.006,.002225,,229,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00235,.003675,,228,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00195,.00265,,227,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.003725,.00475,,226,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00625,.00125,,225,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0039,.0009,,224,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0043,.001525,,223,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.002825,.00345,,222,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0021,.0012,,221,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00665,.00185,,220,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.000125,0,,22,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.016325,.001625,,219,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0059,.001875,,218,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00225,.00185,,217,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.003975,.00315,,216,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.005075,.001,,215,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00505,.0009,,214,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00355,.0025,,213,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.003825,.00405,,212,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.004075,.00155,,211,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00255,.0037,,210,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.000125,0,,21,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0032,.00155,,209,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0032,.0008,,208,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.002475,.0022,,207,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.002125,.000975,,206,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.004,.001,,205,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00715,.0009,,204,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.007375,.004325,,203,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00345,.0007,,202,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.006875,.0041,,201,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.008575,.00175,,200,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00005,0,,20,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",0,0,,2,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.003125,.0013,,199,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.003075,.001075,,198,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0049,.001125,,197,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.005075,.002375,,196,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0036,.0005,,195,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00655,.002175,,194,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.001925,.000975,,193,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0027,.000525,,192,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00365,.000675,,191,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.003625,.001475,,190,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00015,0,,19,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.002925,.0021,,189,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0074,.00265,,188,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.003975,.00055,,187,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00765,.00045,,186,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.013825,.00095,,185,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.002825,.00025,,184,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.001725,.00185,,183,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.004025,.000325,,182,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.004525,.00125,,181,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00545,.0006,,180,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.000075,0,,18,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.01405,.0002,,179,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00245,.0004,,178,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00175,.000425,,177,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0058,.00185,,176,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.002625,.0008,,175,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.003775,.000175,,174,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00385,.0001,,173,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00165,.0004,,172,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00185,.000325,,171,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00995,.000275,,170,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0002,0,,17,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0112,.000275,,169,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0015,.000175,,168,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.002225,.000175,,167,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.004,.0002,,166,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.001875,.0002,,165,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0056,.000275,,164,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0218,.000375,,163,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00175,.000325,,162,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.002025,.00015,,161,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.008275,.00025,,160,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.000275,0,,16,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0016,.000175,,159,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.001825,.000125,,158,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.005075,.000175,,157,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.001675,.000325,,156,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0016,.000275,,155,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00315,.000075,,154,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.001625,.000025,,153,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00135,.000175,,152,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.002325,.0001,,151,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00455,.0001,,150,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.000025,0,,15,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00185,.00015,,149,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0031,.000125,,148,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.003775,.000025,,147,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0018,.000125,,146,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.001225,.0001,,145,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.00235,.000075,,144,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0018,.000025,,143,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.0022,.0002,,142,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.005875,.0001,,141,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.001475,.000175,,140,16:34:03  2 Oct 2020,40000
2020,President,polls-plus,10/2/2020,Trump,Biden,"",.000175,0,,14,16:34:03  2 Oct 2020,40000
