cycle,branch,district,forecastdate,expression,name_D1,name_D2,name_D3,name_D4,name_I1,name_R1,name_R2,name_R3,name_R4,name_O1,winner_D1,winner_D2,winner_D3,winner_D4,winner_R1,winner_R2,winner_R3,winner_R4,winner_I1,winner_O1,winner_Dparty,winner_Rparty,tipping,vpi,mean_predicted_turnout,p90_simmed_turnout_gross,p10_simmed_turnout_gross,voteshare_mean_D1,voteshare_mean_D2,voteshare_mean_D3,voteshare_mean_D4,voteshare_mean_I1,voteshare_mean_R1,voteshare_mean_R2,voteshare_mean_R3,voteshare_mean_R4,voteshare_mean_O1,p90_voteshare_simmed_I1,p90_voteshare_simmed_O1,p90_voteshare_simmed_D1,p90_voteshare_simmed_R1,p90_voteshare_simmed_D2,p90_voteshare_simmed_R2,p90_voteshare_simmed_R3,p90_voteshare_simmed_R4,p90_voteshare_simmed_D3,p90_voteshare_simmed_D4,p10_voteshare_simmed_I1,p10_voteshare_simmed_O1,p10_voteshare_simmed_D1,p10_voteshare_simmed_R1,p10_voteshare_simmed_D2,p10_voteshare_simmed_R2,p10_voteshare_simmed_R3,p10_voteshare_simmed_R4,p10_voteshare_simmed_D3,p10_voteshare_simmed_D4,pvi_538,vep,elasticity_district,mean_netpartymargin,p90_netpartymargin,p10_netpartymargin,wonrunoff_D1,lostrunoff_D1,wonrunoff_D2,lostrunoff_D2,wonrunoff_D3,lostrunoff_D3,wonrunoff_D4,lostrunoff_D4,wonrunoff_R1,lostrunoff_R1,wonrunoff_R2,lostrunoff_R2,wonrunoff_R3,lostrunoff_R3,wonrunoff_R4,lostrunoff_R4,wonrunoff_I1,lostrunoff_I1,simulations,timestamp
2020,Senate,KY-S2,8/3/20,_lite,Amy McGrath,"","","",Brad Barron,Mitch McConnell,"","","",all others,.091425,0,0,0,.9085,0,0,0,.000075,0,.09145,.90855,.01035,.4071763,1988972,2350674,1634498,42.79799,0,0,0,2.773908,54.4281,0,0,0,2.773908,5.381576,5.393741,47.33179,58.93699,0,0,0,0,0,0,.7351508,.7211182,35.51911,47.07915,0,0,0,0,0,0,-23.62025,3152302,,-11.6301,-.4608765,-22.7483,,,,,,,,,,,,,,,,,,,40000,17:44:35 15 Sep 2020
2020,Senate,KS-S2,8/3/20,_lite,Barbara Bollier,"","","",Jason Buckley,Roger Marshall,"","","","",.279025,0,0,0,.720825,0,0,0,.00015,0,.279125,.720875,.0468875,3.024774,1212928,1441060,990749.1,45.24352,0,0,0,3.707187,51.04929,0,0,0,0,6.886667,0,51.94535,57.89677,0,0,0,0,0,0,1.137858,0,38.40144,44.35262,0,0,0,0,0,0,-21.07216,2062935,,-5.805771,7.210344,-19.11124,,,,,,,,,,,,,,,,,,,40000,17:44:35 15 Sep 2020
2020,Senate,IL-S2,8/3/20,_lite,Richard J. Durbin,"","","","",Mark C. Curran Jr.,"","","",all others,.989075,0,0,0,.010925,0,0,0,0,0,.989075,.010925,.0032,.0465187,5382618,6317607,4450787,64.58572,0,0,0,0,30.86495,0,0,0,4.54933,0,8.253366,73.7116,39.89396,0,0,0,0,0,0,0,1.529812,55.51852,21.77717,0,0,0,0,0,0,12.95453,8931731,,33.72078,51.52888,16.04349,,,,,,,,,,,,,,,,,,,40000,17:44:35 15 Sep 2020
2020,Senate,ID-S2,8/3/20,_lite,Paulette Jordan,"","","","",Jim Risch,"","","",all others,.02475,0,0,0,.97525,0,0,0,0,0,.02475,.97525,.002725,.309702,688482.9,825394.4,558005.4,31.87771,0,0,0,0,61.60209,0,0,0,6.520201,0,11.10987,41.37725,71.16052,0,0,0,0,0,0,0,2.615746,22.32355,52.04731,0,0,0,0,0,0,-32.60378,1222930,,-29.72438,-11.28007,-48.32773,,,,,,,,,,,,,,,,,,,40000,17:44:35 15 Sep 2020
2020,Senate,IA-S2,8/3/20,_lite,Theresa Greenfield,"","","","",Joni Ernst,"","","",all others,.558325,0,0,0,.441675,0,0,0,0,0,.558325,.441675,.0911875,4.511581,1581529,1859765,1310530,49.27305,0,0,0,0,47.97363,0,0,0,2.753325,0,5.345389,55.28313,53.94133,0,0,0,0,0,0,0,.7245919,43.23657,41.91541,0,0,0,0,0,0,-9.393244,2273086,,1.299427,13.04844,-10.41447,,,,,,,,,,,,,,,,,,,40000,17:44:35 15 Sep 2020
2020,Senate,GA-S3,8/3/20,_lite,Raphael Warnock,Matt Lieberman,Ed Tarver,"","",Kelly Loeffler,Doug Collins,"","",all others,.07785,.07835,.00385,0,.263525,.576425,0,0,0,0,.16005,.83995,.024575,.4678374,4110260,4852508,3384099,12.31565,11.7243,4.782191,0,0,20.07572,22.11418,0,0,28.98795,0,36.62291,19.14014,27.60188,18.35722,29.99527,0,0,8.756544,0,0,21.5718,5.981643,12.82067,5.584069,14.46573,0,0,1.520203,0,-12.7288,7171091,,-13.36776,6.932556,-33.50863,.07785,.120125,.07835,.092325,.00385,.00505,0,0,.263525,.50945,.5764,.273025,0,0,0,0,0,0,40000,17:44:35 15 Sep 2020
2020,Senate,GA-S2,8/3/20,_lite,Jon Ossoff,"","","",Shane Hazel,David Perdue,"","","","",.34945,0,0,0,.65055,0,0,0,0,0,.34945,.65055,.0723625,1.325713,4271052,5029329,3526504,47.76925,0,0,0,2.028238,50.20251,0,0,0,0,4.091118,0,53.13121,55.64008,0,0,0,0,0,0,.4661449,0,42.28456,44.86002,0,0,0,0,0,0,-12.7288,7171091,,-2.433258,8.027843,-13.10018,.05315,.130025,0,0,0,0,0,0,.13005,.05315,0,0,0,0,0,0,0,.000025,40000,17:44:35 15 Sep 2020
2020,Senate,DE-S2,8/3/20,_lite,Christopher A. Coons,"","","","",James DeMartino,"","","",all others,.9892,0,0,0,.0108,0,0,0,0,0,.9892,.0108,.00335,.6048504,433378.7,514300.9,354175.8,65.25061,0,0,0,0,31.45769,0,0,0,3.291696,0,6.26965,74.24042,40.51121,0,0,0,0,0,0,0,.9507699,56.20686,22.37096,0,0,0,0,0,0,12.13165,701737,,33.79292,51.50259,15.96693,,,,,,,,,,,,,,,,,,,40000,17:44:35 15 Sep 2020
2020,Senate,CO-S2,8/3/20,_lite,John W. Hickenlooper,"","","","",Cory Gardner,"","","",all others,.74705,0,0,0,.25295,0,0,0,0,0,.74705,.25295,.0635,1.822851,2725796,3199838,2265604,50.73987,0,0,0,0,43.61661,0,0,0,5.643521,0,9.896724,57.96442,50.86042,0,0,0,0,0,0,0,2.083505,43.4316,36.37756,0,0,0,0,0,0,-.1986784,4066043,,7.123264,21.00075,-6.796873,,,,,,,,,,,,,,,,,,,40000,17:44:35 15 Sep 2020
2020,Senate,AZ-S3,8/3/20,_lite,Mark Kelly,"","","","",Martha McSally,"","","",all others,.8755,0,0,0,.1245,0,0,0,0,0,.8755,.1245,.0625875,1.831223,2674342,3167628,2190925,51.3702,0,0,0,0,42.97735,0,0,0,5.652447,0,9.905665,56.45726,48.05044,0,0,0,0,0,0,0,2.121758,46.23479,37.79693,0,0,0,0,0,0,-7.579248,4772097,,8.392857,17.76386,-.9160442,,,,,,,,,,,,,,,,,,,40000,17:44:35 15 Sep 2020
2020,Senate,AR-S2,8/3/20,_lite,"","","","",Ricky Dale Harrington Jr.,Tom Cotton,"","","","",0,0,0,0,.99955,0,0,0,.00045,0,.00025,.99975,0,0,1032592,1431246,639472,0,0,0,0,17.62439,82.37561,0,0,0,0,25.51869,0,0,89.76253,0,0,0,0,0,0,10.23747,0,0,74.48131,0,0,0,0,0,0,-25.97004,2144435,,-82.37561,-74.48131,-89.76253,,,,,,,,,,,,,,,,,,,40000,17:44:35 15 Sep 2020
2020,Senate,AL-S2,8/3/20,_lite,Doug Jones,"","","","",Tommy Tuberville,"","","","",.127575,0,0,0,.872425,0,0,0,0,0,.127575,.872425,.0236625,.8631971,2144971,2536566,1767753,44.44025,0,0,0,0,55.55975,0,0,0,0,0,0,50.73732,61.85107,0,0,0,0,0,0,0,0,38.14893,49.26268,0,0,0,0,0,0,-26.92383,3408323,,-11.11951,1.474648,-23.70213,,,,,,,,,,,,,,,,,,,40000,17:44:35 15 Sep 2020
2020,Senate,AK-S2,8/3/20,_lite,Al Gross,"","","","",Dan Sullivan,"","","",all others,.20635,0,0,0,.79365,0,0,0,0,0,.20635,.79365,.031325,7.52454,325748.1,385852.7,266875.8,42.2584,0,0,0,0,50.51762,0,0,0,7.223979,0,12.14676,49.25961,57.53922,0,0,0,0,0,0,0,3.022768,35.16548,43.46336,0,0,0,0,0,0,-15.52373,511559,,-8.259224,4.948582,-21.55768,,,,,,,,,,,,,,,,,,,40000,17:44:35 15 Sep 2020
2020,Senate,WY-S2,8/2/20,_lite,Merav Ben-David,"","","","",Cynthia Lummis,"","","","",.0265,0,0,0,.9735,0,0,0,0,0,.0265,.9735,.00375,1.189205,246743.2,295380.9,199422.6,35.43635,0,0,0,0,64.56365,0,0,0,0,0,0,44.59957,73.75868,0,0,0,0,0,0,0,0,26.24131,55.40043,0,0,0,0,0,0,-44.55695,416120,,-29.1273,-10.80085,-47.51737,,,,,,,,,,,,,,,,,,,40000,17:43:27 15 Sep 2020
2020,Senate,WV-S2,8/2/20,_lite,Paula Jean Swearengin,"","","",Franklin Riley,Shelley Moore Capito,"","","","",.016925,0,0,0,.983075,0,0,0,0,0,.016925,.983075,.001825,.1921142,743317.1,894015.9,595979.3,32.18606,0,0,0,3.603698,64.21024,0,0,0,0,6.804915,0,41.51302,73.65855,0,0,0,0,0,0,1.081628,0,22.66378,54.86807,0,0,0,0,0,0,-33.36588,1405756,,-32.02419,-13.63058,-50.61067,,,,,,,,,,,,,,,,,,,40000,17:43:27 15 Sep 2020
2020,Senate,VA-S2,8/2/20,_lite,Mark Warner,"","","","",Daniel Gade,"","","",all others,.97705,0,0,0,.02295,0,0,0,0,0,.97705,.02295,.005925,.1213928,3819144,4472625,3171089,63.14221,0,0,0,0,33.47401,0,0,0,3.383774,0,6.405244,72.30898,42.5221,0,0,0,0,0,0,0,.9892734,53.99361,24.31381,0,0,0,0,0,0,7.214744,5841246,,29.6682,47.67031,11.74191,,,,,,,,,,,,,,,,,,,40000,17:43:27 15 Sep 2020
2020,Senate,TX-S2,8/2/20,_lite,M.J. Hegar,"","","","",John Cornyn,"","","",all others,.13835,0,0,0,.86165,0,0,0,0,0,.13835,.86165,.0180875,.1499822,9436467,1.11e+07,7829025,43.94356,0,0,0,0,52.95421,0,0,0,3.102225,0,5.933494,49.44651,58.45074,0,0,0,0,0,0,0,.8684034,38.39493,47.40332,0,0,0,0,0,0,-16.95765,1.79e+07,,-9.010651,1.618969,-19.69057,,,,,,,,,,,,,,,,,,,40000,17:43:27 15 Sep 2020
2020,Senate,TN-S2,8/2/20,_lite,Marquita Bradshaw,"","","","",Bill Hagerty,"","","",all others,.184875,0,0,0,.815125,0,0,0,0,0,.184875,.815125,.0257625,.7871203,2561047,3052563,2089104,40.53761,0,0,0,0,53.13555,0,0,0,6.326837,0,10.87014,49.9585,62.56919,0,0,0,0,0,0,0,2.470512,31.04838,43.65726,0,0,0,0,0,0,-27.59,4638481,,-12.59794,5.721079,-30.94226,,,,,,,,,,,,,,,,,,,40000,17:43:27 15 Sep 2020
2020,Senate,SD-S2,8/2/20,_lite,Dan Ahlers,"","","","",Mike Rounds,"","","","",.03375,0,0,0,.96625,0,0,0,0,0,.03375,.96625,.0041,.8644367,371126,444085.5,300634.7,36.27909,0,0,0,0,63.72091,0,0,0,0,0,0,45.60703,73.10934,0,0,0,0,0,0,0,0,26.89066,54.39297,0,0,0,0,0,0,-28.19171,635783,,-27.44182,-8.785934,-46.21869,,,,,,,,,,,,,,,,,,,40000,17:43:27 15 Sep 2020
2020,Senate,SC-S2,8/2/20,_lite,Jaime Harrison,"","","",Bill Bledsoe,Lindsey Graham,"","","","",.186325,0,0,0,.81365,0,0,0,.000025,0,.186325,.813675,.028025,.9892851,2216639,2630237,1817800,45.10534,0,0,0,1.977772,52.91689,0,0,0,0,3.990069,0,50.85209,58.65499,0,0,0,0,0,0,.4374944,0,39.36951,47.18436,0,0,0,0,0,0,-16.27831,3786973,,-7.811543,3.453527,-19.11099,,,,,,,,,,,,,,,,,,,40000,17:43:27 15 Sep 2020
2020,Senate,RI-S2,8/2/20,_lite,Jack Reed,"","","","",Allen Waters,"","","","",.99685,0,0,0,.00315,0,0,0,0,0,.99685,.00315,.0007625,.1325253,450206.6,537563.5,365574.3,71.49071,0,0,0,0,28.50929,0,0,0,0,0,0,80.28951,37.27517,0,0,0,0,0,0,0,0,62.72483,19.7105,0,0,0,0,0,0,24.14743,787223,,42.98141,60.579,25.44967,,,,,,,,,,,,,,,,,,,40000,17:43:27 15 Sep 2020
2020,Senate,OR-S2,8/2/20,_lite,Jeff Merkley,"","","",Ibrahim Taher,Jo Rae Perkins,"","","","",.977575,0,0,0,.0224,0,0,0,.000025,0,.977575,.022425,.00655,.2700389,1897954,2242342,1558959,62.38589,0,0,0,4.683626,32.93048,0,0,0,0,8.506277,0,71.6032,42.07751,0,0,0,0,0,0,1.583638,0,53.17976,23.66113,0,0,0,0,0,0,7.486742,3051952,,29.45542,47.4369,11.5114,,,,,,,,,,,,,,,,,,,40000,17:43:27 15 Sep 2020
2020,Senate,OK-S2,8/2/20,_lite,Abby Broyles,"","","","",Jim Inhofe,"","","",all others,.0347,0,0,0,.9653,0,0,0,0,0,.0347,.9653,.00385,.2024039,1488376,1783637,1198245,37.96151,0,0,0,0,58.87372,0,0,0,3.164761,0,6.061371,45.26128,66.25382,0,0,0,0,0,0,0,.8938052,30.5626,51.54159,0,0,0,0,0,0,-33.47742,2782455,,-20.91221,-6.592323,-35.38537,,,,,,,,,,,,,,,,,,,40000,17:43:27 15 Sep 2020
2020,Senate,NM-S2,8/2/20,_lite,Ben Ray Luján,"","","",Bob Walsh,Mark Ronchetti,"","","","",.9035,0,0,0,.096475,0,0,0,.000025,0,.903525,.096475,.0295875,2.836605,816168.9,974239.3,663822.8,54.74967,0,0,0,5.088099,40.16223,0,0,0,0,9.094488,0,62.06577,47.60565,0,0,0,0,0,0,1.789235,0,47.29189,32.80473,0,0,0,0,0,0,7.959666,1466552,,14.58744,28.69411,.2232494,,,,,,,,,,,,,,,,,,,40000,17:43:27 15 Sep 2020
2020,Senate,NJ-S2,8/2/20,_lite,Cory Booker,"","","","",Rikin Mehta,"","","",all others,.949975,0,0,0,.050025,0,0,0,0,0,.949975,.050025,.0167,.3428568,3811311,4488402,3160408,58.33199,0,0,0,0,38.68921,0,0,0,2.978802,0,5.726904,66.08618,46.38093,0,0,0,0,0,0,0,.8141683,50.62619,30.92678,0,0,0,0,0,0,10.69727,6106642,,19.64278,34.93265,4.546753,,,,,,,,,,,,,,,,,,,40000,17:43:27 15 Sep 2020
2020,Senate,NH-S2,8/2/20,_lite,Jeanne Shaheen,"","","",Justin O'Donnell,Corky Messner,"","","","",.946875,0,0,0,.053075,0,0,0,.00005,0,.946925,.053075,.0210375,2.245896,732951.3,861882.8,606892.3,57.18496,0,0,0,2.268632,40.54641,0,0,0,0,4.490571,0,63.77602,47.19514,0,0,0,0,0,0,.5356106,0,50.55764,33.9641,0,0,0,0,0,0,-.6705542,1049319,,16.63855,29.58269,3.646231,,,,,,,,,,,,,,,,,,,40000,17:43:27 15 Sep 2020
2020,Senate,NE-S2,8/2/20,_lite,Chris Janicek,"","","",Gene Siadek,Ben Sasse,"","","","",.05585,0,0,0,.9441,0,0,0,.00005,0,.055875,.944125,.007,.6616644,827810.6,983042.1,675726,36.57569,0,0,0,3.711973,59.71233,0,0,0,0,6.954477,0,45.94498,69.08179,0,0,0,0,0,0,1.133927,0,27.2757,50.38589,0,0,0,0,0,0,-24.82334,1356148,,-23.13664,-4.775015,-41.52197,,,,,,,,,,,,,,,,,,,40000,17:43:27 15 Sep 2020
2020,Senate,NC-S2,8/2/20,_lite,Cal Cunningham,"","","","",Thom Tillis,"","","",all others,.757075,0,0,0,.242925,0,0,0,0,0,.757075,.242925,.0999,1.622455,4817963,5647245,4008734,51.35587,0,0,0,0,45.8195,0,0,0,2.824629,0,5.470158,56.66112,51.12695,0,0,0,0,0,0,0,.7536504,46.0304,40.462,0,0,0,0,0,0,-4.139143,7495845,,5.536373,15.81251,-4.711193,,,,,,,,,,,,,,,,,,,40000,17:43:27 15 Sep 2020
2020,Senate,MT-S2,8/2/20,_lite,Steve Bullock,"","","","",Steve Daines,"","","","",.44325,0,0,0,.55675,0,0,0,0,0,.44325,.55675,.0728625,10.66616,534523.6,632745.1,438806.3,49.31897,0,0,0,0,50.68103,0,0,0,0,0,0,55.63232,56.96503,0,0,0,0,0,0,0,0,43.03497,44.36768,0,0,0,0,0,0,-18.36046,815020,,-1.362061,11.26463,-13.93007,,,,,,,,,,,,,,,,,,,40000,17:43:27 15 Sep 2020
2020,Senate,MS-S2,8/2/20,_lite,Mike Espy,"","","",Jimmy Edwards,Cindy Hyde-Smith,"","","","",.1032,0,0,0,.896775,0,0,0,.000025,0,.103225,.896775,.0131875,.8268417,1247989,1476350,1024473,42.21368,0,0,0,1.603651,56.18267,0,0,0,0,3.305624,0,49.37828,63.32518,0,0,0,0,0,0,.3264982,0,35.06956,49.01488,0,0,0,0,0,0,-14.64693,2003058,,-13.96899,.1941338,-28.13965,,,,,,,,,,,,,,,,,,,40000,17:43:27 15 Sep 2020
2020,Senate,MN-S2,8/2/20,_lite,Tina Smith,"","","","",Jason Lewis,"","","",all others,.8478,0,0,0,.1522,0,0,0,0,0,.8478,.1522,.0476125,1.294507,2877977,3364470,2405646,53.36003,0,0,0,0,42.95416,0,0,0,3.685804,0,6.903822,60.07334,49.68758,0,0,0,0,0,0,0,1.114369,46.55508,36.20647,0,0,0,0,0,0,1.449026,4031262,,10.40587,23.43038,-2.688501,,,,,,,,,,,,,,,,,,,40000,17:43:27 15 Sep 2020
2020,Senate,MI-S2,8/2/20,_lite,Gary Peters,"","","","",John James,"","","",all others,.931875,0,0,0,.068125,0,0,0,0,0,.931875,.068125,.0424375,.6865497,4836694,5666676,4033258,53.85289,0,0,0,0,42.93131,0,0,0,3.2158,0,6.111644,58.76701,47.84143,0,0,0,0,0,0,0,.9190669,48.94852,37.96025,0,0,0,0,0,0,5.782255,7443238,,10.92157,20.32465,1.556999,,,,,,,,,,,,,,,,,,,40000,17:43:27 15 Sep 2020
2020,Senate,ME-S2,8/2/20,_lite,Sara Gideon,"","","","",Susan Collins,"","","",all others,.59865,0,0,0,.40135,0,0,0,0,0,.59865,.40135,.09685,9.924446,763596.8,897256.5,634038.9,51.1335,0,0,0,0,48.8665,0,0,0,0,0,0,56.9327,54.75098,0,0,0,0,0,0,0,0,45.24902,43.0673,0,0,0,0,0,0,3.029066,1067388,,2.267006,13.86541,-9.501972,,,,,,,,,,,,,,,,,,,40000,17:43:27 15 Sep 2020
2020,Senate,MA-S2,8/2/20,_lite,Ed Markey,"","","","",Kevin O'Connor,"","","",all others,.996225,0,0,0,.003775,0,0,0,0,0,.996225,.003775,.001275,.0317703,3140215,3703475,2591754,68.75015,0,0,0,0,27.26978,0,0,0,3.980067,0,7.360855,77.76361,36.23492,0,0,0,0,0,0,0,1.244541,59.7688,18.23546,0,0,0,0,0,0,22.99946,4981824,,41.48037,59.23825,23.95776,,,,,,,,,,,,,,,,,,,40000,17:43:27 15 Sep 2020
2020,Senate,LA-S2,8/2/20,_lite,Adrian Perkins,Antoine Pierce,Peter Wenstrup,Derrick “Champ” Edwards,"",Bill Cassidy,Dustin Murphy,"","",all others,.008625,.031775,.027375,.007325,.8819,.043,0,0,0,0,.0751,.9249,.01795,.6883982,2040307,2415094,1677949,7.595143,11.72733,11.18852,7.595143,0,41.90739,13.48145,0,0,6.505023,0,11.12035,12.80579,52.71068,18.23604,19.93654,0,0,17.66133,12.85955,0,2.576262,2.98786,31.90331,5.585308,7.337287,0,0,5.214135,2.972609,-19.18569,3356738,,-17.28271,7.435982,-42.60517,.008625,.042925,.031775,.191725,.027375,.166175,.007325,.046275,.712,.11545,.043,.26755,0,0,0,0,0,0,40000,17:43:27 15 Sep 2020
2020,Senate,KY-S2,8/2/20,_lite,Amy McGrath,"","","",Brad Barron,Mitch McConnell,"","","",all others,.070075,0,0,0,.929925,0,0,0,0,0,.070075,.929925,.0078,.3076312,1983970,2345407,1633977,41.72047,0,0,0,2.986012,55.29351,0,0,0,2.986012,5.763767,5.734929,46.4312,60.02835,0,0,0,0,0,0,.8101517,.8194551,33.97501,47.53778,0,0,0,0,0,0,-23.62025,3152302,,-13.57304,-1.853689,-25.31319,,,,,,,,,,,,,,,,,,,40000,17:43:27 15 Sep 2020
2020,Senate,KS-S2,8/2/20,_lite,Barbara Bollier,"","","",Jason Buckley,Roger Marshall,"","","","",.287225,0,0,0,.7127,0,0,0,.000075,0,.287275,.712725,.0487875,3.146299,1213331,1440711,991541.5,45.32649,0,0,0,3.71281,50.9607,0,0,0,0,6.955061,0,52.05591,57.78325,0,0,0,0,0,0,1.129662,0,38.44452,44.20387,0,0,0,0,0,0,-21.07216,2062935,,-5.634205,7.387077,-18.94855,,,,,,,,,,,,,,,,,,,40000,17:43:27 15 Sep 2020
2020,Senate,IL-S2,8/2/20,_lite,Richard J. Durbin,"","","","",Mark C. Curran Jr.,"","","",all others,.987625,0,0,0,.012375,0,0,0,0,0,.987625,.012375,.003525,.0512316,5383841,6320944,4467602,64.53413,0,0,0,0,30.91654,0,0,0,4.54933,0,8.293654,73.55117,40.0787,0,0,0,0,0,0,0,1.520728,55.38696,21.868,0,0,0,0,0,0,12.95453,8931731,,33.6176,51.22192,15.67753,,,,,,,,,,,,,,,,,,,40000,17:43:27 15 Sep 2020
2020,Senate,ID-S2,8/2/20,_lite,Paulette Jordan,"","","","",Jim Risch,"","","",all others,.021725,0,0,0,.978275,0,0,0,0,0,.021725,.978275,.0023625,.2686963,687987.9,824630.9,554570,31.61906,0,0,0,0,61.86074,0,0,0,6.520201,0,11.17953,41.11626,71.4613,0,0,0,0,0,0,0,2.597427,22.07302,52.29277,0,0,0,0,0,0,-32.60378,1222930,,-30.24168,-11.82132,-48.82471,,,,,,,,,,,,,,,,,,,40000,17:43:27 15 Sep 2020
2020,Senate,IA-S2,8/2/20,_lite,Theresa Greenfield,"","","","",Joni Ernst,"","","",all others,.5796,0,0,0,.4204,0,0,0,0,0,.5796,.4204,.0888375,4.397852,1580616,1857402,1312535,49.46708,0,0,0,0,47.59058,0,0,0,2.942342,0,5.664414,55.67073,53.86214,0,0,0,0,0,0,0,.7987762,43.20912,41.39663,0,0,0,0,0,0,-9.393244,2273086,,1.876499,13.97808,-10.31319,,,,,,,,,,,,,,,,,,,40000,17:43:27 15 Sep 2020
2020,Senate,GA-S3,8/2/20,_lite,Raphael Warnock,Matt Lieberman,Ed Tarver,"","",Kelly Loeffler,Doug Collins,"","",all others,.078525,.0783,.0046,0,.259975,.5786,0,0,0,0,.161425,.838575,.024025,.4573796,4110147,4853597,3389737,12.29867,11.71026,4.776156,0,0,20.09242,22.13198,0,0,28.99052,0,36.56667,19.08729,27.58858,18.33462,30.04451,0,0,8.791235,0,0,21.66013,5.898289,12.80982,5.493353,14.51847,0,0,1.499432,0,-12.7288,7171091,,-13.43932,6.902037,-33.63176,.078525,.120275,.0783,.09175,.0046,.004325,0,0,.259975,.511425,.5786,.272225,0,0,0,0,0,0,40000,17:43:27 15 Sep 2020
2020,Senate,GA-S2,8/2/20,_lite,Jon Ossoff,"","","",Shane Hazel,David Perdue,"","","","",.3515,0,0,0,.64845,0,0,0,.00005,0,.35155,.64845,.07245,1.32729,4271136,5036952,3534574,47.74751,0,0,0,2.029426,50.22306,0,0,0,0,4.076735,0,53.1619,55.68932,0,0,0,0,0,0,.4585863,0,42.28083,44.80268,0,0,0,0,0,0,-12.7288,7171091,,-2.475552,8.089632,-13.1652,.0533,.1285,0,0,0,0,0,0,.128525,.053325,0,0,0,0,0,0,.00005,.00005,40000,17:43:27 15 Sep 2020
2020,Senate,DE-S2,8/2/20,_lite,Christopher A. Coons,"","","","",James DeMartino,"","","",all others,.987825,0,0,0,.012175,0,0,0,0,0,.987825,.012175,.0038625,.6973304,433411.7,514194.2,353839.3,65.25229,0,0,0,0,31.45601,0,0,0,3.291696,0,6.255154,74.3217,40.44133,0,0,0,0,0,0,0,.9474365,56.21738,22.38293,0,0,0,0,0,0,12.13165,701737,,33.79627,51.60529,16.00692,,,,,,,,,,,,,,,,,,,40000,17:43:27 15 Sep 2020
2020,Senate,CO-S2,8/2/20,_lite,John W. Hickenlooper,"","","","",Cory Gardner,"","","",all others,.742375,0,0,0,.257625,0,0,0,0,0,.742375,.257625,.06445,1.849839,2726213,3194599,2269100,50.7083,0,0,0,0,43.64427,0,0,0,5.647427,0,9.917009,57.89156,50.8854,0,0,0,0,0,0,0,2.101449,43.38111,36.36169,0,0,0,0,0,0,-.1986784,4066043,,7.06403,20.90857,-6.770918,,,,,,,,,,,,,,,,,,,40000,17:43:27 15 Sep 2020
2020,Senate,AZ-S3,8/2/20,_lite,Mark Kelly,"","","","",Martha McSally,"","","",all others,.874375,0,0,0,.125625,0,0,0,0,0,.874375,.125625,.064775,1.894824,2674911,3176366,2192687,51.32499,0,0,0,0,43.01697,0,0,0,5.65804,0,9.90966,56.36142,48.11126,0,0,0,0,0,0,0,2.108408,46.18055,37.87612,0,0,0,0,0,0,-7.579248,4772097,,8.308014,17.55407,-.936245,,,,,,,,,,,,,,,,,,,40000,17:43:27 15 Sep 2020
2020,Senate,AR-S2,8/2/20,_lite,"","","","",Ricky Dale Harrington Jr.,Tom Cotton,"","","","",0,0,0,0,.9996,0,0,0,.0004,0,.0002,.9998,0,0,1032675,1432013,636833.3,0,0,0,0,17.59422,82.40578,0,0,0,0,25.42979,0,0,89.66922,0,0,0,0,0,0,10.33077,0,0,74.57021,0,0,0,0,0,0,-25.97004,2144435,,-82.40578,-74.57021,-89.66922,,,,,,,,,,,,,,,,,,,40000,17:43:27 15 Sep 2020
2020,Senate,AL-S2,8/2/20,_lite,Doug Jones,"","","","",Tommy Tuberville,"","","","",.120875,0,0,0,.879125,0,0,0,0,0,.120875,.879125,.023325,.8508617,2145030,2536795,1768015,44.42047,0,0,0,0,55.57953,0,0,0,0,0,0,50.54416,61.88334,0,0,0,0,0,0,0,0,38.11666,49.45584,0,0,0,0,0,0,-26.92383,3408323,,-11.15906,1.08831,-23.76669,,,,,,,,,,,,,,,,,,,40000,17:43:27 15 Sep 2020
2020,Senate,AK-S2,8/2/20,_lite,Al Gross,"","","","",Dan Sullivan,"","","",all others,.208075,0,0,0,.791925,0,0,0,0,0,.208075,.791925,.0307625,7.38937,325750.3,385168.7,267591.5,42.22822,0,0,0,0,50.54333,0,0,0,7.228451,0,12.15035,49.27692,57.57337,0,0,0,0,0,0,0,3.008932,35.13513,43.38132,0,0,0,0,0,0,-15.52373,511559,,-8.315105,5.029259,-21.52493,,,,,,,,,,,,,,,,,,,40000,17:43:27 15 Sep 2020
2020,Senate,WY-S2,8/1/20,_lite,Merav Ben-David,"","","","",Cynthia Lummis,"","","","",.032875,0,0,0,.967125,0,0,0,0,0,.032875,.967125,.004575,1.447482,247314,295978.8,200162.4,36.36597,0,0,0,0,63.63403,0,0,0,0,0,0,45.54218,72.75447,0,0,0,0,0,0,0,0,27.24553,54.45782,0,0,0,0,0,0,-44.55695,416120,,-27.26807,-8.915638,-45.50894,,,,,,,,,,,,,,,,,,,40000,17:44:31 15 Sep 2020
